ID,Project,BAC,rCEAC,BACn,rCEACn,rTEACn,PD,AD,TP,TPn,dTPn,PV,EV,AC,WS,dWS,ddWS,WP,dWP,ddWP,ACn,dACn,TSn,TCn,CVn,SVn,dCVn,dSVn,CPI,SPI,CR,AVn,shift,num,den,I,ES,ESn,dESn,SVtn,dSVtn,SPIt,CRt,ED,cPF,sPF,F1,F2,F3,fCEACn,fTEACn
144,4,21369836,26077765,1,1.220307212,1.142857143,105,120,73,0.695238095,0.00952381,2338618,987440,1495850,0.109435468,0.007926687,0.002328843,0.046207187,0.007067251,-0.004905466,0.069998197,0.01865873,-0.623728332,-1.657654255,-0.023791011,-0.063228281,-0.011591479,-0.000859436,0.660119664,0.422232276,0.278723828,-0.087019292,65,34551,358515,0.096372537,65.09637254,0.619965453,0.004011955,-0.075272643,0.005511855,0.891731131,0.588649255,0.293551963,0.829162252,0.84901335,0.721738061,0.085484746,0.071786887,1.514876853,1.121414253
145,4,21369836,26077765,1,1.220307212,1.142857143,105,120,74,0.704761905,0.00952381,2458243,1208381,1967142,0.115033311,0.005597844,-0.002328843,0.056546105,0.010338919,0.003271668,0.092052274,0.022054077,-0.392924179,-0.647240699,-0.035506169,-0.058487206,-0.011715158,0.004741075,0.614282548,0.491562876,0.301958496,-0.093993375,65,255492,358515,0.712639639,65.71263964,0.625834663,0.00586921,-0.078927242,0.003654599,0.888008644,0.545488212,0.346434789,0.836206306,0.854073051,0.711399142,0.082213078,0.063609753,1.627915368,1.126115165
146,4,21369836,26077765,1,1.220307212,1.142857143,105,120,75,0.714285714,0.00952381,2645219,1422468,2431581,0.12378284,0.008749529,0.003151685,0.066564292,0.010018186,-0.000320732,0.113785665,0.021733391,-0.174719137,-0.211708699,-0.047221373,-0.057218549,-0.011715205,0.001268657,0.584997169,0.537750561,0.314582555,-0.104439922,66,111064,246106,0.451285219,66.45128522,0.632869383,0.00703472,-0.081416331,0.00248909,0.886017136,0.518317516,0.384107543,0.843576621,0.856638106,0.701380956,0.082533811,0.067202154,1.709409983,1.128646342
147,4,21369836,26077765,1,1.220307212,1.142857143,105,120,76,0.723809524,0.00952381,3266478,1703302,2964630,0.152854612,0.029071772,0.020322243,0.079705899,0.013141608,0.003123421,0.138729656,0.024943991,-0.193099178,-0.23930968,-0.059023757,-0.073148713,-0.011802384,-0.015930164,0.574541174,0.521449096,0.299593976,-0.13217247,68,69138,142534,0.485063213,68.48506321,0.652238697,0.019369314,-0.071570827,-0.009845505,0.901119253,0.517730113,0.377429822,0.850881285,0.829884927,0.688239348,0.079410389,0.063758,1.740519297,1.109731034
148,4,21369836,26077765,1,1.220307212,1.142857143,105,120,77,0.733333333,0.00952381,3456296,1916829,3430372,0.161737133,0.00888252,-0.020189252,0.089697881,0.009991981,-0.003149626,0.160524021,0.021794365,-0.016839594,-0.017128023,-0.07082614,-0.072039252,-0.011802384,0.001109461,0.558781671,0.554590521,0.309895018,-0.142865392,70,36619,169391,0.216180317,70.21618032,0.668725527,0.01648683,-0.064607807,-0.00696302,0.911898446,0.509552138,0.406699716,0.858951271,0.808926039,0.678247367,0.082560016,0.070031048,1.789607732,1.09661334
149,4,21369836,26077765,1,1.220307212,1.142857143,105,120,78,0.742857143,0.00952381,4239512,2130357,3896115,0.198387671,0.036650539,0.027768018,0.099689909,0.009992028,4.68E-08,0.182318432,0.021794412,-0.162812596,-0.194475687,-0.082628524,-0.098697763,-0.011802384,-0.026658511,0.546790072,0.502500524,0.274762297,-0.181326286,71,80756,119625,0.67507628,71.67507628,0.682619774,0.013894247,-0.060237369,-0.004370438,0.918911234,0.50245154,0.373286103,0.867360138,0.793450565,0.668255339,0.082559969,0.066881374,1.828855445,1.088244395
150,4,21369836,26077765,1,1.220307212,1.142857143,105,120,79,0.752380952,0.00952381,4697365,2411190,4429164,0.219812871,0.0214252,-0.015225339,0.11283147,0.013141561,0.003149533,0.207262424,0.024943991,-0.117314291,-0.132906073,-0.094430954,-0.106981401,-0.01180243,-0.008283639,0.544389415,0.513306928,0.279438859,-0.201412355,73,72572,119625,0.606662487,73.60666249,0.701015833,0.018396059,-0.051365119,-0.00887225,0.931729905,0.507223898,0.386202356,0.875744627,0.765691159,0.655113778,0.079410436,0.063731888,1.836920359,1.073272409
151,4,21369836,26077765,1,1.220307212,1.142857143,105,120,80,0.761904762,0.00952381,5685999,2626342,4847010,0.266075931,0.04626306,0.02483786,0.122899493,0.010068023,-0.003073538,0.226815498,0.019553075,-0.274210148,-0.37780929,-0.103916006,-0.143176438,-0.009485052,-0.036195037,0.541847861,0.461896318,0.250277532,-0.247092444,74,168099,186976,0.899040519,74.89904052,0.713324195,0.012308362,-0.048580566,-0.002784553,0.936238006,0.507298561,0.351921004,0.882846324,0.752523987,0.645045755,0.082483974,0.069954959,1.845536491,1.06810447
152,4,21369836,26077765,1,1.220307212,1.142857143,105,120,81,0.771428571,0.00952381,6121888,2721741,4944273,0.286473326,0.020397396,-0.025865664,0.127363682,0.00446419,-0.005603833,0.231366914,0.004551415,-0.346342379,-0.529852889,-0.104003231,-0.159109644,-8.72E-05,-0.015933206,0.550483559,0.444591766,0.244740458,-0.263112876,75,76522,621259,0.123172461,75.12317246,0.715458785,0.00213459,-0.055969786,0.00738922,0.927446574,0.510544091,0.342970791,0.882395347,0.766072501,0.640581566,0.088087808,0.072485254,1.816584679,1.078229225
153,4,21369836,26077765,1,1.220307212,1.142857143,105,120,82,0.780952381,0.00952381,6897592,2884446,5108842,0.322772341,0.036299015,0.015901619,0.134977451,0.007613769,0.00314958,0.239067909,0.007700995,-0.445722633,-0.80415088,-0.104090457,-0.18779489,-8.72E-05,-0.028685246,0.564598788,0.418181591,0.23610482,-0.291885347,75,239227,621259,0.385068063,75.38506806,0.717953029,0.002494244,-0.062999352,0.007029566,0.919330098,0.519052659,0.32657991,0.881561251,0.779340314,0.632967796,0.084938228,0.063731841,1.77116923,1.08774857
154,4,21369836,26077765,1,1.220307212,1.142857143,105,120,83,0.79047619,0.00952381,7366912,2979845,5206105,0.344734138,0.021961797,-0.014337218,0.139441641,0.00446419,-0.00314958,0.243619324,0.004551415,-0.492540232,-0.970599571,-0.104177683,-0.205292497,-8.72E-05,-0.017497607,0.572375125,0.404490375,0.231520229,-0.30947018,75,334626,621259,0.538625597,75.5386256,0.719415482,0.001462453,-0.071060709,0.008061357,0.910103923,0.520920847,0.319740011,0.881098628,0.796253362,0.628503607,0.088087808,0.070031001,1.747105974,1.098775618
155,4,21369836,26077765,1,1.220307212,1.142857143,105,120,84,0.8,0.00952381,7742242,3061535,5289659,0.36229768,0.017563541,-0.004398256,0.143264319,0.003822678,-0.000641512,0.247529228,0.003909904,-0.52397704,-1.100739007,-0.104264909,-0.219033361,-8.72E-05,-0.013740864,0.578777384,0.395432615,0.228867455,-0.32329827,75,416316,621259,0.67011665,75.67011665,0.720667778,0.001252296,-0.079332222,0.008271514,0.900834722,0.521382764,0.316346092,0.880710393,0.814718982,0.624680929,0.088729319,0.067522933,1.727780019,1.110081545
156,4,21369836,26077765,1,1.220307212,1.142857143,105,120,85,0.80952381,0.00952381,8059140,3155699,5385686,0.3771269,0.01482922,-0.002734321,0.147670717,0.004406398,0.00058372,0.252022804,0.004493577,-0.545219979,-1.198865285,-0.104352088,-0.229456183,-8.72E-05,-0.010422822,0.585941884,0.391567711,0.229435922,-0.333808271,75,510480,621259,0.821686285,75.82168629,0.722111298,0.00144352,-0.087412512,0.008080289,0.892019839,0.522671785,0.316983385,0.880246833,0.833666106,0.620274531,0.088145599,0.066297701,1.706653898,1.1210513
157,4,21369836,26077765,1,1.220307212,1.142857143,105,120,86,0.819047619,0.00952381,8237889,3281993,5513844,0.385491447,0.008364547,-0.006464673,0.153580636,0.005909919,0.001503521,0.258019949,0.005997145,-0.549657418,-1.220531747,-0.104439313,-0.231910811,-8.72E-05,-0.002454628,0.595227758,0.398402188,0.237140041,-0.336350125,76,15515,189818,0.081736189,76.08173619,0.724587964,0.002476666,-0.094459655,0.007047144,0.884671351,0.526580945,0.326310363,0.879591154,0.850537171,0.614364612,0.086642078,0.0653779,1.680029177,1.130363269
158,4,21369836,26077765,1,1.220307212,1.142857143,105,120,87,0.828571429,0.00952381,8438212,3400239,5633954,0.394865548,0.009374101,0.001009554,0.159113949,0.005533313,-0.000376606,0.263640488,0.005620539,-0.556624261,-1.255423364,-0.104526539,-0.235751599,-8.72E-05,-0.003840788,0.603526227,0.402957285,0.24319529,-0.340278138,76,133761,189818,0.704680273,76.70468027,0.730520765,0.005932801,-0.098050664,0.003591009,0.881662992,0.532106739,0.333878894,0.878974913,0.857433931,0.608831298,0.087018684,0.067258027,1.656928822,1.134220229
159,4,21369836,26077765,1,1.220307212,1.142857143,105,120,88,0.838095238,0.00952381,8556458,4152188,6400262,0.400398861,0.005533313,-0.003840788,0.194301351,0.035187402,0.029654088,0.299499818,0.03585933,-0.489569441,-0.959130349,-0.105198468,-0.206097511,-0.000671928,0.029654088,0.648752817,0.485269489,0.314819948,-0.311295978,77,695892,783216,0.888505853,77.88850585,0.741795294,0.011274529,-0.096299944,-0.00175072,0.885096657,0.57420895,0.406702048,0.874991507,0.847234192,0.573643897,0.057364596,0.037227333,1.541419126,1.129820107
160,4,21369836,26077765,1,1.220307212,1.142857143,105,120,89,0.847619048,0.00952381,8625698,4273465,6535897,0.403638942,0.003240081,-0.002293232,0.1999765,0.005675149,-0.029512253,0.305846849,0.00634703,-0.480167537,-0.923696712,-0.105870349,-0.203662443,-0.000671882,0.002435068,0.653845218,0.495434109,0.323937223,-0.309532792,78,33953,457853,0.074156989,78.07415699,0.7435634,0.001768106,-0.104055648,0.007755703,0.877237719,0.573577688,0.419939387,0.874858586,0.868575581,0.567968748,0.086876848,0.096393674,1.529413953,1.139941863
161,4,21369836,26077765,1,1.220307212,1.142857143,105,120,90,0.857142857,0.00952381,8744705,5244325,7533610,0.409207867,0.005568924,0.002328843,0.245407826,0.045431327,0.039756178,0.35253476,0.046687911,-0.345989578,-0.529027622,-0.107126933,-0.16380004,-0.001256584,0.039862402,0.696123771,0.599714341,0.417475409,-0.270926974,79,546960,988634,0.553248219,79.55324822,0.757649983,0.014086583,-0.099492874,-0.004562774,0.88392498,0.61532119,0.514040864,0.869573782,0.848225059,0.522537421,0.04712067,0.027125243,1.43652615,1.131317728
162,4,21369836,26077765,1,1.220307212,1.142857143,105,120,91,0.866666667,0.00952381,9319075,5451792,7757934,0.436085471,0.026877604,0.02130868,0.25511623,0.009708404,-0.035722923,0.363031986,0.010497226,-0.403679017,-0.676949208,-0.107915756,-0.180969241,-0.000788822,-0.017169201,0.70273761,0.585014285,0.411111541,-0.288884997,79,754427,988634,0.763100399,79.7631004,0.759648575,0.001998592,-0.107018091,0.007525217,0.876517587,0.615961874,0.507012381,0.86889688,0.870237917,0.512829017,0.082843593,0.102604344,1.423006234,1.140878421
163,4,21369836,26077765,1,1.220307212,1.142857143,105,120,92,0.876190476,0.00952381,9440352,6422652,8755647,0.44176062,0.005675149,-0.021202456,0.300547557,0.045431327,0.035722923,0.409719897,0.046687911,-0.226896312,-0.293487556,-0.10917234,-0.141213063,-0.001256584,0.039756178,0.733543963,0.680340309,0.499059527,-0.250385403,81,300764,775704,0.387730371,81.38773037,0.775121242,0.015472666,-0.101069235,-0.005948857,0.884649243,0.648929112,0.5961077,0.862895865,0.843295344,0.467397691,0.04712067,0.031158498,1.363244809,1.130391517
164,4,21369836,26077765,1,1.220307212,1.142857143,105,120,93,0.885714286,0.00952381,9739677,6562812,8912665,0.455767513,0.014006893,0.008331744,0.307106334,0.006558778,-0.038872549,0.417067543,0.007347646,-0.260323306,-0.351942015,-0.109961209,-0.148661178,-0.000788869,-0.007448115,0.73634676,0.673822345,0.496166901,-0.258622387,81,440924,775704,0.56841785,81.56841785,0.776842075,0.001720833,-0.108872211,0.007802976,0.877079762,0.645834841,0.596814077,0.862623812,0.867836376,0.460838913,0.08599322,0.10575397,1.358055815,1.140147161
165,4,21369836,26077765,1,1.220307212,1.142857143,105,120,94,0.895238095,0.00952381,11468247,7600979,9977684,0.536655826,0.080888314,0.066881421,0.355687287,0.048580953,0.042022176,0.466905034,0.049837491,-0.38543049,-0.627155242,-0.111217746,-0.180968539,-0.001256537,-0.032307361,0.761797928,0.662784731,0.504908035,-0.292186285,83,234067,375330,0.623629872,83.62362987,0.796415523,0.019573448,-0.098822573,-0.010049638,0.889613084,0.677705404,0.59335014,0.855204207,0.822168082,0.41225796,0.043971044,0.024859246,1.312684063,1.124084187
166,4,21369836,26077765,1,1.220307212,1.142857143,105,120,95,0.904761905,0.00952381,12839778,7741140,10134702,0.600836525,0.064180698,-0.016707615,0.362246112,0.006558824,-0.042022129,0.47425268,0.007347646,-0.530548747,-1.130146618,-0.112006569,-0.238590413,-0.000788822,-0.057621874,0.763825123,0.602902947,0.460512418,-0.350596982,83,374228,375330,0.997063917,83.99706392,0.799972037,0.003556515,-0.104789867,0.005967295,0.88417962,0.675358607,0.545483619,0.854835486,0.840117443,0.405699136,0.085993173,0.10890355,1.309200195,1.130991913
167,4,21369836,26077765,1,1.220307212,1.142857143,105,120,96,0.914285714,0.00952381,14433043,8712000,11132415,0.675393251,0.074556726,0.010376027,0.407677438,0.045431327,0.038872502,0.520940591,0.046687911,-0.576927669,-1.363662017,-0.113263153,-0.267715812,-0.001256584,-0.029125399,0.782579521,0.603614913,0.47237667,-0.380978965,89,86302,119007,0.725184233,89.72518423,0.854525564,0.054553527,-0.05976015,-0.045029717,0.934637336,0.731428039,0.551876492,0.846941423,0.636450657,0.360267809,0.04712067,0.028008919,1.277825413,1.069933718
168,4,21369836,26077765,1,1.220307212,1.142857143,105,120,97,0.923809524,0.00952381,16410864,9965595,12545706,0.767945248,0.092551997,0.017995271,0.46633933,0.058661891,0.013230565,0.587075446,0.066134855,-0.599689167,-1.498058804,-0.120736116,-0.301605918,-0.007472963,-0.033890106,0.7943431,0.607255962,0.482369583,-0.422342034,93,225918,1728570,0.130696472,93.13069647,0.886959014,0.03243345,-0.03685051,-0.02290964,0.960110273,0.762656971,0.560988841,0.842757263,0.516056675,0.301605918,0.033890106,0.053650856,1.258901852,1.041547027
169,4,21369836,26077765,1,1.220307212,1.142857143,105,120,98,0.933333333,0.00952381,17822313,10464059,13201366,0.833993906,0.066048658,-0.026503339,0.489664918,0.023325588,-0.035336303,0.61775701,0.030681564,-0.627995038,-1.688136186,-0.128092092,-0.344328988,-0.007355976,-0.04272307,0.792649715,0.587132489,0.465390401,-0.47242108,93,724382,1728570,0.419064313,93.41906431,0.889705374,0.00274636,-0.043627959,0.006777449,0.953255758,0.755597905,0.547990324,0.84695861,0.526406168,0.278280329,0.069226409,0.102217724,1.261591319,1.049036412
170,4,21369836,26077765,1,1.220307212,1.142857143,105,120,99,0.942857143,0.00952381,19351612,12170748,15065252,0.905557347,0.071563441,0.005514783,0.569529312,0.079864394,0.056538805,0.704977427,0.087220417,-0.596914243,-1.480861661,-0.135448115,-0.336028035,-0.007356023,0.008300953,0.807868863,0.62892683,0.508090403,-0.47147615,94,702501,1371531,0.512202057,94.51220206,0.90011621,0.010410836,-0.042740933,-0.000887026,0.954668708,0.771247123,0.592988154,0.835330501,0.49941895,0.198415935,0.012687603,0.010342616,1.23782466,1.047483794
171,4,21369836,26077765,1,1.220307212,1.142857143,105,120,100,0.952380952,0.00952381,20956421,12386024,15437726,0.980654274,0.075096926,0.003533485,0.579603138,0.010073826,-0.069790568,0.722407322,0.017429895,-0.643925246,-1.808399051,-0.142804184,-0.401051136,-0.00735607,-0.065023101,0.802321793,0.591037181,0.474202011,-0.54385532,94,917777,1371531,0.669162418,94.66916242,0.901611071,0.001494861,-0.050769882,0.008028949,0.946691624,0.759551321,0.562892554,0.844340138,0.516541879,0.18834211,0.082478172,0.136671989,1.246382697,1.05631018
172,4,21369836,26077765,1,1.220307212,1.142857143,105,120,101,0.961904762,0.00952381,21229127,13809527,17018425,0.993415532,0.012761258,-0.062335668,0.646215862,0.066612725,0.056538899,0.796376023,0.073968701,-0.567510647,-1.312195651,-0.15016016,-0.34719967,-0.007355976,0.053851466,0.811445654,0.650499053,0.527844629,-0.49735983,95,969749,1593265,0.608655183,95.60865518,0.910558621,0.00894755,-0.051346141,0.000576259,0.946620348,0.768130967,0.625718136,0.834531986,0.494281306,0.121729385,0.025939273,0.010342522,1.232368422,1.056389715
173,4,21369836,26077765,1,1.220307212,1.142857143,105,120,102,0.971428571,0.00952381,21292499,14640250,18006344,0.99638102,0.002965488,-0.00979577,0.685089488,0.038873625,-0.027739099,0.842605624,0.046229601,-0.493991581,-0.976251703,-0.157516136,-0.311291533,-0.007355976,0.035908137,0.813060664,0.687577818,0.559042477,-0.468807669,96,207207,1977821,0.104765295,96.10476529,0.915283479,0.004724858,-0.056145092,0.004798951,0.942203581,0.766068669,0.667932737,0.8337548,0.494179706,0.08285576,0.053678372,0.09462052,1.229920527,1.061341752
174,4,21369836,26077765,1,1.220307212,1.142857143,105,120,103,0.980952381,0.00952381,21322927,16164093,19692670,0.997804897,0.001423876,-0.001541612,0.756397616,0.071308128,0.032434503,0.921517133,0.078911509,-0.316012688,-0.462015424,-0.165119517,-0.241407281,-0.007603381,0.069884252,0.820817746,0.758061639,0.622230446,-0.406526798,96,1731050,1977821,0.875230873,96.87523087,0.922621246,0.007337767,-0.058331135,0.002186042,0.940536222,0.772008822,0.74362237,0.815296092,0.477927596,0.011547632,0.021243869,0.034446919,1.218297247,1.063223273
175,4,21369836,26077765,1,1.220307212,1.142857143,105,120,104,0.99047619,0.00952381,21346381,16633732,20324792,0.998902425,0.001097528,-0.000326348,0.77837434,0.021976725,-0.049331403,0.951097238,0.029580105,-0.216775958,-0.276773881,-0.172722898,-0.220528085,-0.007603381,0.020879196,0.818396174,0.779229603,0.637718526,-0.393250982,97,222868,1411449,0.157900144,97.15790014,0.925313335,0.002692088,-0.065162856,0.006831721,0.934210578,0.764554363,0.771808369,0.823244608,0.490131241,-0.010429093,0.070575273,0.116212824,1.221902096,1.070422476
176,4,21369836,26077765,1,1.220307212,1.142857143,105,120,105,1,0.00952381,21369836,17982929,21835330,1,0.001097575,4.68E-08,0.841509921,0.06313558,0.041158856,1.02178276,0.070685521,0.137439262,0.120832177,-0.180272839,-0.158490079,-0.007549941,0.062038005,0.823570287,0.841509921,0.693042567,-0.338762918,98,160616,1529299,0.105025897,98.1050259,0.93433358,0.009020245,-0.06566642,0.000503564,0.93433358,0.769489375,0.841509921,0.79834034,0.45966494,-0.073564673,0.029416417,0.025722565,1.214225447,1.070281558
177,4,21369836,26077765,1,1.220307212,1.142857143,105,120,106,1.00952381,0.00952381,21369836,18130786,22152461,1,0,-0.001097575,0.848428879,0.006918958,-0.056216622,1.036622883,0.014840123,0.241621772,0.194601752,-0.188194004,-0.151571121,-0.007921165,0.006918958,0.818454708,0.848428879,0.69440061,-0.339765125,98,308473,1529299,0.201708757,98.20170876,0.935254369,0.000920789,-0.07426944,0.00860302,0.926431215,0.758241989,0.856509154,0.825171757,0.485592232,-0.080483631,0.085633039,0.123098043,1.221814708,1.079410953
178,4,21369836,26077765,1,1.220307212,1.142857143,105,120,107,1.019047619,0.00952381,21369836,19319126,23485504,1,0,0,0.904037167,0.055608288,0.04868933,1.099002538,0.062379655,1.031675859,0.5077955,-0.194965371,-0.095962833,-0.006771367,0.055608288,0.822597888,0.904037167,0.743659065,-0.290928204,98,1496813,1529299,0.978757588,98.97875759,0.942654834,0.007400465,-0.076392785,0.002123344,0.925035118,0.760931935,0.921256923,0.791089323,0.463172493,-0.136091919,0.036943709,0.018192091,1.215660791,1.081040039
179,4,21369836,26077765,1,1.220307212,1.142857143,105,120,108,1.028571429,0.00952381,21369836,19527635,23833572,1,0,0,0.913794331,0.009757164,-0.045851124,1.115290356,0.016287818,1.33738718,0.572171864,-0.201496025,-0.086205669,-0.006530654,0.009757164,0.819333124,0.913794331,0.748701964,-0.287701693,99,176023,1604809,0.109684704,99.1096847,0.943901759,0.001246925,-0.084669669,0.008276885,0.917682266,0.751887478,0.939902741,0.820874586,0.490859608,-0.145849084,0.082794833,0.112732545,1.220504787,1.089701782
180,4,21369836,26077765,1,1.220307212,1.142857143,105,120,109,1.038095238,0.00952381,21369836,20693641,25131423,1,0,0,0.968357502,0.05456317,0.044806006,1.176023204,0.060732848,5.562873136,0.847627711,-0.207665702,-0.031642498,-0.006169678,0.05456317,0.823417003,0.968357502,0.797362032,-0.239308201,99,1342029,1604809,0.836254657,99.83625466,0.950821473,0.006919714,-0.087273765,0.002604096,0.915928942,0.754191464,1.005247311,0.714535548,0.469431395,-0.200412254,0.037988827,0.022075415,1.214451483,1.091787752
181,4,21369836,26077765,1,1.220307212,1.142857143,105,120,110,1.047619048,0.00952381,21369836,20870413,25460799,1,0,0,0.976629535,0.008272034,-0.046291137,1.191436331,0.015413127,8.191378851,0.891202396,-0.214806796,-0.023370465,-0.007141094,0.008272034,0.8197077,0.976629535,0.80055075,-0.238177261,99,1518801,1604809,0.946406083,99.94640608,0.951870534,0.001049061,-0.095748513,0.008474748,0.908603692,0.744789443,1.023135704,0.809482208,0.505359392,-0.208684288,0.084279964,0.113172558,1.219947061,1.100589849
182,4,21369836,26077765,1,1.220307212,1.142857143,105,120,111,1.057142857,0.00952381,21369836,20961769,25579091,1,0,0,0.980904533,0.004274998,-0.003997036,1.196971797,0.005535466,10.31510757,0.911622581,-0.216067264,-0.019095467,-0.001260468,0.004274998,0.819488425,0.980904533,0.803839911,-0.235162731,100,5348,272706,0.019610863,100.0196109,0.952567723,0.000697188,-0.104575135,0.008826621,0.901077575,0.738422643,1.036956221,0.818304143,0.553376571,-0.212959285,0.088276999,0.070878457,1.220273489,1.109782362
183,4,21369836,26077765,1,1.220307212,1.142857143,105,120,112,1.066666667,0.00952381,21369836,21047005,25691424,1,0,0,0.984893146,0.003988613,-0.000286385,1.202228412,0.005256615,13.38653351,0.930490552,-0.217335266,-0.015106854,-0.001268002,0.003988613,0.819222983,0.984893146,0.8068471,-0.232442121,100,90584,272706,0.332167242,100.3321672,0.95554445,0.002976727,-0.111122217,0.006547082,0.895822922,0.733878726,1.050552689,0.835611545,0.583479095,-0.216947898,0.088563384,0.067167806,1.220668879,1.116292044
184,4,21369836,26077765,1,1.220307212,1.142857143,105,120,113,1.076190476,0.00952381,21369836,21142837,25817682,1,0,0,0.989377597,0.004484452,0.000495839,1.208136646,0.005908234,19.59412156,0.951442454,-0.218759049,-0.010622403,-0.001423783,0.004484452,0.818928554,0.989377597,0.810229566,-0.229381452,100,186416,272706,0.683578652,100.6835787,0.958891225,0.003346775,-0.117299251,0.006177034,0.891005121,0.729669536,1.064758748,0.872794454,0.616631621,-0.22143235,0.088067545,0.066385582,1.221107744,1.122328005
185,4,21369836,26077765,1,1.220307212,1.142857143,105,120,114,1.085714286,0.00952381,21369836,21142837,25817682,1,0,0,0.989377597,0,-0.004484452,1.208136646,0,19.59412156,0.951442454,-0.218759049,-0.010622403,0,0,0.818928554,0.989377597,0.810229566,-0.229381452,100,186416,272706,0.683578652,100.6835787,0.958891225,0,-0.12682306,0.00952381,0.883189286,0.723268926,1.074181392,0.872794454,0.719403558,-0.22143235,0.092551997,0.071365873,1.221107744,1.132260112
186,4,21369836,26077765,1,1.220307212,1.142857143,105,120,115,1.095238095,0.00952381,21369836,21142837,25817682,1,0,0,0.989377597,0,0,1.208136646,0,19.59412156,0.951442454,-0.218759049,-0.010622403,0,0,0.818928554,0.989377597,0.810229566,-0.229381452,100,186416,272706,0.683578652,100.6835787,0.958891225,0,-0.13634687,0.00952381,0.87550938,0.716979631,1.083604035,0.872794454,0.86328427,-0.22143235,0.092551997,0.066881421,1.221107744,1.142192218
187,4,21369836,26077765,1,1.220307212,1.142857143,105,120,116,1.104761905,0.00952381,21369836,21229924,25929018,1,0,0,0.993452828,0.00407523,0.00407523,1.213346607,0.00520996,32.58606839,0.97022575,-0.219893779,-0.006547172,-0.00113473,0.00407523,0.818770846,0.993452828,0.813410212,-0.226440952,101,797,63372,0.012576532,101.0125765,0.962024538,0.003133313,-0.142737366,0.006390496,0.870798074,0.712984075,1.097528838,0.940603844,0.996855867,-0.22550758,0.088476767,0.062806191,1.22134295,1.148371856
188,4,21369836,26077765,1,1.220307212,1.142857143,105,120,117,1.114285714,0.00952381,21369836,21276019,25980036,1,0,0,0.99560984,0.002157012,-0.001918218,1.215733991,0.002387384,49.1403477,0.980055982,-0.220124151,-0.00439016,-0.000230371,0.002157012,0.818937241,0.99560984,0.815341975,-0.224514311,101,46892,63372,0.739948242,101.7399482,0.968951888,0.00692735,-0.145333826,0.00259646,0.869572207,0.712125064,1.109393822,0.95997094,1.086683919,-0.227664592,0.090394985,0.068799639,1.221094792,1.149990756
189,4,21369836,26077765,1,1.220307212,1.142857143,105,120,118,1.123809524,0.00952381,21369836,21322927,26028981,1,0,0,0.997804897,0.002195057,3.80E-05,1.218024369,0.002290378,99.32305101,0.990032201,-0.220219472,-0.002195103,-9.53E-05,0.002195057,0.819199453,0.997804897,0.817401226,-0.222414575,103,0,23454,0,103,0.980952381,0.012000493,-0.142857143,-0.002476683,0.872881356,0.715063929,1.121342646,0.961565267,1,-0.229859649,0.090356941,0.066843377,1.22070394,1.145631068
190,4,21369836,26077765,1,1.220307212,1.142857143,105,120,119,1.133333333,0.00952381,21369836,21358645,26066131,1,0,0,0.999476318,0.001671421,-0.000523635,1.2197628,0.001738432,419.6492717,0.997622723,-0.220286482,-0.000523682,-6.70E-05,0.001671421,0.819402197,0.999476318,0.81897309,-0.220810164,104,12264,23455,0.522873588,104.5228736,0.995455939,0.014503558,-0.137877394,-0.004979748,0.878343476,0.719716573,1.132739827,0.961921953,0.477126412,-0.23153107,0.090880576,0.067405056,1.220401903,1.138506778
191,4,21369836,26077765,1,1.220307212,1.142857143,105,120,120,1.142857143,0.00952381,21369836,21369836,26077765,1,0,0,1,0.000523682,-0.001147739,1.220307212,0.000544412,1,1,-0.220307212,0,-2.07E-05,0.000523682,0.819465779,1,0.819465779,-0.220307212,104,23455,23455,1,105,1,0.004544061,-0.142857143,0.004979748,0.875,0.717032556,1.142857143,1,1,-0.232054752,0.092028315,0.06802916,1.220307212,1.142857143
192,5,336410,350511,1,1.041916114,1.12,25,28,1,0.04,0.04,53725,53725,54635,0.15970096,0.15970096,0.15970096,0.15970096,0.15970096,0.15970096,0.162405993,0.162405993,1,1,-0.002705033,0,-0.002705033,0,0.98334401,1,0.98334401,-0.002705033,1,0,7250,0,1,0.04,0.04,0,0,1,0.98334401,0.04,0.955417134,0.888888889,0,0,0,1.016938111,1
193,5,336410,350511,1,1.041916114,1.12,25,28,2,0.08,0.04,60975,61913,62635,0.181252044,0.021551083,-0.138149877,0.184040308,0.024339348,-0.135361612,0.186186499,0.023780506,-1.769722814,2.299168975,-0.002146191,0.002788264,0.000558842,0.002788264,0.988472899,1.015383354,1.003678927,0.000642074,2,938,8182,0.114641897,2.114641897,0.084585676,0.044585676,0.004585676,-0.004585676,1.057320948,1.045133103,0.081230668,0.953525129,0.880206081,-0.024339348,0.135361612,0.295062572,1.011661525,0.945786614
194,5,336410,350511,1,1.041916114,1.12,25,28,3,0.12,0.04,69157,71032,71357,0.205573556,0.024321512,0.002770429,0.211147112,0.027106804,0.002767456,0.212113195,0.025926697,-1.173333333,6.769230769,-0.000966083,0.005573556,0.001180108,0.002785292,0.995445436,1.027112223,1.022434175,0.004607473,3,1875,3750,0.5,3.5,0.14,0.055414324,0.02,-0.015414324,1.166666667,1.161353009,0.123253467,0.950650895,0.86,-0.051446152,0.132594156,0.156933504,1.004575403,0.857142857
